Accession,GenBank_RefSeq,Organism_Name,Length,Country,Host,Tissue_Specimen_Source,Submitters,Organization,Org_location,Publications,Collection_Date
MK858142,GenBank,Dengue virus type 4,10469,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-08-05
MK858143,GenBank,Dengue virus type 4,10505,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,
MK858144,GenBank,Dengue virus type 4,10503,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-11-03
MK858145,GenBank,Dengue virus type 4,10345,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-10-09
MK858146,GenBank,Dengue virus type 4,10457,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-07-03
MK858147,GenBank,Dengue virus type 4,10436,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-08-03
MK858148,GenBank,Dengue virus type 3,10313,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,
MK858149,GenBank,Dengue virus type 3,10707,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-08-26
MK858150,GenBank,Dengue virus type 3,10709,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-08-10
MK858151,GenBank,Dengue virus type 3,10649,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-11-08
MK858152,GenBank,Dengue virus type 3,10709,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-08-24
MK858153,GenBank,Dengue virus type 3,10708,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Sankaradoss,A., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-10-14
MK858154,GenBank,Dengue virus type 3,10649,India,Homo sapiens,blood,"Jagtap,S., Pattabiraman,C., Sankaradoss,A., Pandit,A., Nisheetha,A., Krishna,S., Gadepalli,R.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2017-10-12
MK858155,GenBank,Dengue virus type 3,10572,India,Homo sapiens,blood,"Jagtap,S., Pattabiraman,C., Sankaradoss,A., Pandit,A., Nisheetha,A., Krishna,S., Gadepalli,R.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2017-10-09
MK791752,GenBank,dengue virus type I,10542,India,Homo sapiens,blood,"Jagtap,S., Pattabiraman,C., Sankaradoss,A., Kumar,A., Nisheetha,A., Marimuthu,S., Pandit,A., Krishna,S., Roy,R., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-10-21
MK654681,GenBank,Dengue virus type 4,10435,India,Homo sapiens,blood,"Patil,S., Pattabiraman,C., V,R., Desai,A.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2017-06-04
MK588396,GenBank,dengue virus type I,10734,India,Homo sapiens,blood,"Pattabiraman,C., Jagtap,S., Kumar,A., Nisheetha,A., Pandit,A., Marimuthu,S., Roy,R., Krishna,S., Dias,M.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2016-09
MK588397,GenBank,dengue virus type I,10624,India,Homo sapiens,blood,"Patil,S., Pattabiraman,C., V,R., Desai,A.","National Institute of Mental Health and Neurosciences, Neurovirology",India,,2017-04-22
MH891766,GenBank,Dengue virus type 3,10764,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2017-02-21
MH891767,GenBank,dengue virus type I,10764,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2017-04-26
MH891768,GenBank,Dengue virus type 2,10716,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2016-10-26
MH891769,GenBank,Dengue virus type 4,10403,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2017-07-08
MH891770,GenBank,Dengue virus type 2,10446,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2018-04-23
MH891771,GenBank,dengue virus type I,10623,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2017-10-22
MH891772,GenBank,Dengue virus type 2,10510,India,Homo sapiens,blood,"Sabeena,S., Devadiga,S., Jagadesh,A., Bhandari,Y., Shetty,U., Arunkumar,G.","Manipal Academy of Higher Education (MAHE), Manipal Centre for Virus Research",India,,2017-10-12
MG721054,GenBank,dengue virus type 2,10723,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721055,GenBank,Dengue virus type 2,10726,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721056,GenBank,Dengue virus type 2,10631,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721057,GenBank,Dengue virus type 2,10523,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721058,GenBank,Dengue virus type 2,10637,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721059,GenBank,Dengue virus type 3,10532,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721060,GenBank,dengue virus type I,10615,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721061,GenBank,Dengue virus type 3,10605,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721062,GenBank,dengue virus type 2,10469,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721063,GenBank,dengue virus type 1,10736,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MG721064,GenBank,Dengue virus type 3,10285,India,Homo sapiens,blood,"Pattabiraman,C., Kumar,A., Nisheetha,A., Pandit,A., Dias,M., Krishna,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,,2016
MH822939,GenBank,Dengue virus type 2,10628,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012-11-08
MH822940,GenBank,Dengue virus type 2,10620,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014
MH822941,GenBank,Dengue virus type 2,10601,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2013-08-30
MH822942,GenBank,Dengue virus type 2,10667,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014-09-22
MH822943,GenBank,Dengue virus type 2,10580,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014-11-07
MH822944,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012-10-08
MH822945,GenBank,Dengue virus type 2,10589,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012-10-19
MH822946,GenBank,Dengue virus type 2,10634,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012-10-19
MH822947,GenBank,Dengue virus type 2,10709,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012-09-24
MH822948,GenBank,Dengue virus type 2,10721,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012
MH822949,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014-10-28
MH822950,GenBank,Dengue virus type 2,10580,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2013-08-19
MH822951,GenBank,Dengue virus type 2,10709,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2013-09-04
MH822952,GenBank,Dengue virus type 2,10642,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014-09-16
MH822953,GenBank,dengue virus type 2,10588,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2015-09-09
MH822954,GenBank,Dengue virus type 2,10631,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2015-08-31
MH822955,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2014-10-25
MH822956,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2013-09-09
MH822957,GenBank,Dengue virus type 3,10619,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2013
MH822958,GenBank,dengue virus type I,10619,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012
MH822959,GenBank,dengue virus type I,10714,India,Homo sapiens,blood,"Kar,M., Nisheetha,A., Kumar,A., Jagtap,S., Shinde,J., Singla,M., M,S., Pandit,A., Chandele,A., Kabra,S.K., Krishna,S., Roy,R., Lodha,R., Pattabiraman,C., Medigeshi,G.R., Shinde,J.R., Marimuthu,S.","National Institute of Mental Health and Neurosciences, Department of Neurovirology",India,1,2012
MG560143,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Vaddadi,K., Gandikota,C., Venkataramana,M.","University of Hyderabad, Biotechnology and Bioinformatics",India,,2014
MG560144,GenBank,Dengue virus type 2,10670,India,Homo sapiens,blood,"Vaddadi,K., Gandikota,C., Venkataramana,M.","University of Hyderabad, Biotechnology and Bioinformatics",India,,2014
KX618705,GenBank,dengue virus type I,10735,India,Homo sapiens,blood,"Vaddadi,K., Gandikota,C., Venkataramana,M.","University of Hyderabad, Biotechnology and Bioinformatics",India,,2014
KX618706,GenBank,dengue virus type I,10735,India,Homo sapiens,blood,"Vaddadi,K., Gandikota,C., Venkataramana,M.","University of Hyderabad, Biotechnology and Bioinformatics",India,,2014
MG272272,GenBank,Dengue virus type 4,10652,India,Homo sapiens,blood,"Shrivastava,S., Tiraki,D., Diwan,A., Lalwani,S.K., Modak,M., Mishra,A.C., Arankalle,V.A., Lalwani,S., Mishra,A., Arankalle,V.","Interactive Research School for Health Affairs, Department of Communicable Diseases",India,1,2016
MG272273,GenBank,Dengue virus type 4,10652,India,Homo sapiens,blood,"Shrivastava,S., Tiraki,D., Diwan,A., Lalwani,S.K., Modak,M., Mishra,A.C., Arankalle,V.A., Lalwani,S., Mishra,A., Arankalle,V.","Interactive Research School for Health Affairs, Department of Communicable Diseases",India,1,2016
MG272274,GenBank,Dengue virus type 4,10652,India,Homo sapiens,blood,"Shrivastava,S., Tiraki,D., Diwan,A., Lalwani,S.K., Modak,M., Mishra,A.C., Arankalle,V.A., Lalwani,S., Mishra,A., Arankalle,V.","Interactive Research School for Health Affairs, Department of Communicable Diseases",India,1,2016
KX855927,GenBank,Dengue virus type 3,10603,India,Homo sapiens,blood,"Pattabiraman,C., Dias,M., Siddappa,S., Gowda,M., Shet,A., Smith,D., Muehlemann,B., Tamma,K., Solomon,T., Jones,T., Krishna,S.","National Centre for Biological Sciences, Cellular Organization and Signaling",India,,2014-10-15
KY427084,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Singh,S., Anupriya,M.G., Sreekumar,E.","Rajiv Gandhi Centre for Biotechnology, Molecular Virology Laboratory",India,1,2010-09-01
KY427085,GenBank,Dengue virus type 2,10723,India,Homo sapiens,blood,"Singh,S., Anupriya,M.G., Sreekumar,E.","Rajiv Gandhi Centre for Biotechnology, Molecular Virology Laboratory",India,1,2011-01-03
KX845005,GenBank,Dengue virus type 4,10647,India,Homo sapiens,blood,"Vaddadi,K., Gandikota,C., Venkataramana,M.","University of Hyderabad, Biotechnology and Bioinformatics",India,,2015
KU509255,GenBank,dengue virus type I,10335,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,1,2011
KU509271,GenBank,Dengue virus type 2,10546,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,,2006
KU509281,GenBank,Dengue virus type 3,10259,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,,2009
KU509286,GenBank,Dengue virus type 3,10493,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,,2011
KU509287,GenBank,Dengue virus type 4,10505,India,Homo sapiens,blood,"Shihada,S., Emmerich,P., Thome-Bolduan,C., Jansen,S., Gunther,S., Frank,C., Schmidt-Chanasit,J., Cadar,D.","Bernhard Nocht Institute for Tropical Medicine, Arbovirology",Germany,,2009
KJ755855,GenBank,dengue virus type I,10727,India,Homo sapiens,blood,"Patil,J.A., Cecilia,D., Anukumar,B., Tandale,B.V., Kakade,M.B., Mourya,D.T.","National Institute of Virology, Dengue Group",India,,2013-07
KU216208,GenBank,Dengue virus type 3,10672,India,Homo sapiens,,"Angel,A., Angel,B., Joshi,A.P., Baharia,R.K., Rathore,S., Joshi,V.","Desert Medicine Research Centre, Laboratory of Virology and Molecular Biology",India,,2013-11-11
KU216209,GenBank,Dengue virus type 3,10674,India,Homo sapiens,blood,"Angel,A., Angel,B., Joshi,A.P., Baharia,R.K., Rathore,S., Joshi,V.","Desert Medicine Research Centre, Laboratory of Virology and Molecular Biology",India,,2013-11-11
KF289073,GenBank,dengue virus type I,10690,India,Homo sapiens,,"Dash,P.K., Soni,M., Sharma,S., Parida,M.M., Rao,P.V.L.","Defence Research & Development Establishment, Virology Division",India,,1956
KJ918750,GenBank,Dengue virus type 2,10723,India,Homo sapiens,,"Kar,M., Bhardwaj,M., Medigeshi,G.R.","Translational Health Science and Technology Institute, Vaccine and Infectious Disease Research Centre",India,,2007-04-01
JQ917404,GenBank,dengue virus type I,10669,India,Homo sapiens,,"Dash,P.K., Soni,M., Sharma,S., Parida,M., Rao,P.V.L.","Defence Research & Development Establishment, Virology Division",India,,2009
KF289072,GenBank,dengue virus type I,10669,India,Homo sapiens,,"Neeraja,M., Lakshmi,V., Teja,V.D., Vanjari,L., Priyanka,E.N., Subhada,K., Parida,M.M., Dash,P.K., Sharma,S., Rao,P.V.L., Reddy,G., Soni,M., Agarwal,A.","Defence Research & Development Establishment, Virology Division",India,,2011
JQ692085,GenBank,dengue virus type I,10669,India,Homo sapiens,,"Dash,P.K., Kabra,M., Sharma,S., Parida,M., Rao,P.V.L.","Defence Research & Development Establishment, Virology Division",India,,2010
JQ955623,GenBank,Dengue virus type 2,10670,India,Homo sapiens,,"Dash,P.K., Sharma,S., Soni,M., Agarwal,A., Parida,M., Rao,P.V., Parida,M.M., Lakshmana Rao,P.V.","Defence Research & Development Establishment, Virology Division",India,1,2009
JQ955624,GenBank,Dengue virus type 2,10670,India,Homo sapiens,,"Dash,P.K., Sharma,S., Soni,M., Agarwal,A., Parida,M., Rao,P.V., Parida,M.M., Lakshmana Rao,P.V.","Defence Research & Development Establishment, Virology Division",India,1,2011
JX475906,GenBank,Dengue virus type 2,10670,India,Homo sapiens,,"Dash,P.K., Sharma,S., Soni,M., Agarwal,A., Parida,M., Rao,P.V., Parida,M.M., Rao,P.V.L.","Defence Research & Development Establishment, Virology Division",India,1,2009
KF955477,GenBank,Dengue virus type 3,10525,India,Homo sapiens,,"Zody,M.C., Henn,M., Newman,R.M., Bosch,I., Schmidt,D., Comach,G., Rothman,A., Poon,T.W., Charlebois,P., Weiner,B., Yang,X., Larson,L., Piper,M.E., Fitzgerald,M., Lui,A., Young,S., Gargeya,S., Levin,J., Malboeuf,C., Qu,J., Berlin,A.M., Chapman,S.B., Murphy,C., Wortman,J., Nusbaum,C., Birren,B.",Broad Institute of MIT & Harvard,USA,,1984
JQ922544,GenBank,dengue virus type I,10698,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1963
JQ922545,GenBank,dengue virus type I,10625,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1982
JQ922546,GenBank,dengue virus type I,10663,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1971
JQ922548,GenBank,dengue virus type I,10699,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,2005
JQ922549,GenBank,Dengue virus type 2,10648,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1996
JQ922550,GenBank,Dengue virus type 2,10619,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1971
JQ922551,GenBank,Dengue virus type 2,10639,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,2005
JQ922552,GenBank,Dengue virus type 2,10675,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1960
JQ922553,GenBank,Dengue virus type 2,10591,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1980
JQ922555,GenBank,Dengue virus type 3,10663,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1966
JQ922556,GenBank,Dengue virus type 3,10652,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,2005
JQ922557,GenBank,Dengue virus type 3,10657,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,2005
JQ922558,GenBank,Dengue virus type 4,10626,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1962
JQ922559,GenBank,Dengue virus type 4,10616,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,1979
JQ922560,GenBank,Dengue virus type 4,10739,India,Homo sapiens,,"Jayashri,A.P., Cecilia,D.","National Institute of Virology, Dengue Group",India,,2009
JN903578,GenBank,dengue virus type I,10715,India,Homo sapiens,blood,"Anoop,M., Mathew,A.J., Jayakumar,B., Issac,A., Nair,S., Abraham,R., Anupriya,M.G., Sreekumar,E., Manakkadan,A.","Rajiv Gandhi Centre for Biotechnology, Molecular Virology Laboratory",India,1,2007-07-26
